Date,Open,High,Low,Close,Volume,Adj Close
2008-07-03,155.54,162.85,154.50,160.40,12793500,160.12
2008-07-02,152.80,159.29,149.00,159.29,20565400,159.01
2008-07-01,159.76,164.82,153.28,153.90,34252100,153.63
2008-06-30,150.92,156.97,150.07,156.63,24540400,156.35
2008-06-27,146.86,153.60,144.48,150.73,21284300,150.46
2008-06-26,142.94,147.46,140.55,146.98,21887900,146.72
2008-06-25,135.50,137.75,128.50,136.90,20086800,136.66
2008-06-24,140.42,144.25,134.32,137.65,20408400,137.41
2008-06-23,133.01,141.42,132.50,140.67,18769900,140.25
2008-06-20,132.55,135.28,128.72,134.03,21529100,133.63
2008-06-19,130.07,135.18,127.97,128.24,18483700,127.86
2008-06-18,130.36,132.95,127.46,130.21,20121400,129.82
2008-06-17,117.39,127.05,117.10,126.38,15392200,126.00
2008-06-16,124.69,126.03,118.41,120.34,11199100,119.98
2008-06-13,124.60,129.53,122.36,122.84,13743000,122.47
2008-06-12,129.89,131.37,123.72,127.01,13625400,126.63
2008-06-11,124.19,132.70,123.80,131.90,16617300,131.51
2008-06-10,129.39,129.50,122.28,124.53,13729500,124.16
2008-06-09,121.06,129.42,119.70,126.32,12073600,125.94
2008-06-06,113.75,122.30,113.75,122.00,13965100,121.64
2008-06-05,115.10,115.76,111.25,111.40,9936000,111.07
2008-06-04,116.11,117.40,112.25,116.59,12681600,116.24
2008-06-03,112.47,117.92,111.74,115.16,11461600,114.82
2008-06-02,111.68,116.19,111.49,113.58,8929200,113.24
2008-05-30,107.03,110.62,106.84,110.43,5780100,110.10
2008-05-29,113.00,113.00,107.58,108.85,9342500,108.53
2008-05-28,109.25,115.18,109.19,112.45,11795100,112.12
2008-05-27,113.39,113.59,110.22,110.96,9132000,110.63
2008-05-23,110.82,113.25,110.71,112.95,10008000,112.61
2008-05-22,112.32,112.40,107.68,109.50,10082700,109.17
2008-05-21,106.32,111.90,105.11,111.25,14079500,110.92
2008-05-20,103.53,107.00,103.52,106.23,10295300,105.91
2008-05-19,101.13,103.08,98.75,101.81,7973100,101.51
2008-05-16,98.37,102.44,98.37,101.00,6676200,100.70
